model,epoch,average_loss,accuracy,correct_data,total_data,distance
71,105,0.04338476895307652,98.74747474747475,9776,9900,1.4569065562217818
global,105,0.254394626208026,92.88888888888889,9196,9900
13,106,0.030795028303759266,99.16161616161617,9817,9900,1.4169849524388862
36,106,0.06921032683415847,98.18181818181819,9720,9900,1.4332543576831536
58,106,0.07935124752723208,97.7878787878788,9681,9900,1.4155288596275084
71,106,0.030703915488445248,99.32323232323232,9833,9900,1.5037328843104307
global,106,0.23022426458320233,93.54545454545455,9261,9900
13,107,0.0558166935370125,98.43434343434343,9745,9900,1.4298816820027374
36,107,0.0326690146176502,99.1010101010101,9811,9900,1.3695456957232024
58,107,0.1154281652786515,96.91919191919192,9595,9900,1.4378630967369201
71,107,0.1087826444253777,97.08080808080808,9611,9900,1.41362051616217
global,107,0.21334643544572773,93.91919191919193,9298,9900
13,108,0.041679271464094975,98.80808080808082,9782,9900,1.3812806432440496
36,108,0.08466758623230036,97.76767676767678,9679,9900,1.3770252398281075
58,108,0.08129982223151007,97.94949494949495,9697,9900,1.418040208093127
71,108,0.11679854802411012,96.91919191919192,9595,9900,1.4346624647318864
global,108,0.19801486039402508,94.33333333333334,9339,9900
13,109,0.11616712831487559,96.92929292929293,9596,9900,1.391373764935436
36,109,0.09721142091835389,97.3939393939394,9642,9900,1.3783199803829131
58,109,0.10093013610502687,97.27272727272728,9630,9900,1.4283486022192446
71,109,0.13198570482658617,96.27272727272728,9531,9900,1.4601142726230134
global,109,0.2049659209299569,94.17171717171718,9323,9900
13,110,0.03272691359724662,99.14141414141415,9815,9900,1.4054051722533296
36,110,0.04391240384053401,98.80808080808082,9782,9900,1.3662169144822125
58,110,0.22409403082096216,94.27272727272728,9333,9900,1.4468293349637749
71,110,0.028028971753036133,99.24242424242425,9825,9900,1.4025164314572245
global,110,0.20229540452812658,94.31313131313132,9337,9900
13,111,0.0330300761533506,99.16161616161617,9817,9900,1.3065076911486744
36,111,0.07678848697154811,98.06060606060606,9708,9900,1.3716672909543242
58,111,0.10748194612938948,97.22222222222221,9625,9900,1.3805499343877028
71,111,0.15913670408003258,95.71717171717171,9476,9900,1.4842883436105498
global,111,0.19805685363634667,94.5050505050505,9356,9900
13,112,0.03617327620435243,99.05050505050505,9806,9900,1.3440895982151229
36,112,0.061974615441127257,98.32323232323232,9734,9900,1.3642485501542234
58,112,0.06563385965547176,98.12121212121212,9714,9900,1.3930819805035475
71,112,0.0643282276346828,98.26262626262626,9728,9900,1.433656779470603
global,112,0.18713580041220693,94.81818181818183,9387,9900
13,113,0.03963853333897964,98.97979797979798,9799,9900,1.3815725338340028
36,113,0.05727758286577282,98.58585858585859,9760,9900,1.4304430690024774
58,113,0.08260836773749554,97.76767676767678,9679,9900,1.4378169166515347
71,113,0.04091012930553971,98.7878787878788,9780,9900,1.4551090109190572
global,113,0.18075950828465548,94.95959595959596,9401,9900
13,114,0.04995283945341303,98.61616161616162,9763,9900,1.3414562076070504
36,114,0.04260697166727047,98.84848484848486,9786,9900,1.34101882876406
58,114,0.08349247337892803,97.82828282828284,9685,9900,1.4177448526799226
71,114,0.05441597610486276,98.56565656565657,9758,9900,1.4338510059008234
global,114,0.16746338581798054,95.26262626262626,9431,9900
13,115,0.0809934371739927,97.84848484848484,9687,9900,1.3326703101959596
36,115,0.049157622131058065,98.68686868686869,9770,9900,1.3420492098778285
58,115,0.07567710842749086,97.98989898989899,9701,9900,1.4090227130848796
71,115,0.04991919390631445,98.71717171717171,9773,9900,1.3914419624761842
global,115,0.16037152442065153,95.51515151515152,9456,9900
13,116,0.05271204121335588,98.57575757575758,9759,9900,1.3474930374163794
36,116,0.06202321579209482,98.31313131313131,9733,9900,1.3955407001952647
58,116,0.08927666279252129,97.58585858585859,9661,9900,1.3622568648500155
71,116,0.03974762620724211,98.96969696969697,9798,9900,1.477869736806704
global,116,0.1553446186552144,95.71717171717171,9476,9900
13,117,0.06309833526460812,98.1919191919192,9721,9900,1.4004815363404015
36,117,0.05306790418546609,98.65656565656565,9767,9900,1.4137601581886483
58,117,0.014857126678895168,99.60606060606061,9861,9900,1.450135303630054
71,117,0.04853947870884881,98.65656565656565,9767,9900,1.343958949322141
global,117,0.14740005948326804,95.9090909090909,9495,9900
13,118,0.04333993971197292,98.84848484848486,9786,9900,1.2865564666673293
36,118,0.07759104592029495,97.71717171717171,9674,9900,1.3596373995381863
58,118,0.06877358221270219,98.27272727272728,9729,9900,1.3661074050383173
71,118,0.09438635132529519,97.34343434343434,9637,9900,1.3678802914778982
global,118,0.13990131757476112,96.12121212121212,9516,9900
13,119,0.07338381431470013,98.03030303030303,9705,9900,1.2711015116074202
36,119,0.06529647573903956,98.28282828282828,9730,9900,1.3630642431292526
58,119,0.08706477161459249,97.69696969696969,9672,9900,1.4530365619614423
71,119,0.02715048390355977,99.26262626262627,9827,9900,1.391820586519399
global,119,0.13183297685902529,96.4040404040404,9544,9900
13,120,0.03568995650820058,98.96969696969697,9798,9900,1.3169330029778568
36,120,0.05574076197213597,98.51515151515152,9753,9900,1.315093158134489
58,120,0.16579072604877781,95.74747474747475,9479,9900,1.363344338605029
71,120,0.10209351343940003,97.24242424242424,9627,9900,1.4310429719008293
global,120,0.12658852843925206,96.4949494949495,9553,9900
13,121,0.05997158382577125,98.42424242424242,9744,9900,1.2676547222770063
36,121,0.13811157274125802,96.62626262626263,9566,9900,1.3437392212191468
58,121,0.05846379801856749,98.3030303030303,9732,9900,1.3950048331720446
71,121,0.019680411359765615,99.61616161616162,9862,9900,1.3530272556443945
global,121,0.11649706579820074,96.82828282828282,9586,9900
13,122,0.0624626879740243,98.3030303030303,9732,9900,1.222035503333713
36,122,0.09615024011243474,97.5050505050505,9653,9900,1.3552149554283133
58,122,0.15421858908853145,96.03030303030303,9507,9900,1.3424102402983045
71,122,0.08932181119015722,97.69696969696969,9672,9900,1.4117539249971551
global,122,0.11358932884654613,96.8989898989899,9593,9900
13,123,0.09820382546595853,97.3939393939394,9642,9900,1.2467476495323262
36,123,0.04212123225433658,98.79797979797979,9781,9900,1.383247048586329
58,123,0.08353088317796438,97.83838383838383,9686,9900,1.3422270727929586
71,123,0.046839726041212226,98.71717171717171,9773,9900,1.363758604755056
global,123,0.11711104169036403,96.84848484848484,9588,9900
13,124,0.09176641489821251,97.6161616161616,9664,9900,1.320899155878991
36,124,0.09381133351663147,97.53535353535354,9656,9900,1.356881716169958
58,124,0.1597016737557421,95.65656565656566,9470,9900,1.3379338835245351
71,124,0.02624226874210919,99.36363636363636,9837,9900,1.437036854313172
global,124,0.12252885912403916,96.63636363636363,9567,9900
13,125,0.07567989679900082,97.87878787878788,9690,9900,1.309267969240885
36,125,0.07405013480421269,98.1010101010101,9712,9900,1.3960967693072066
58,125,0.03890763933685693,98.85858585858585,9787,9900,1.3328811305846961
71,125,0.05814898735796562,98.47474747474747,9749,9900,1.3710289312185728
global,125,0.11376639525998722,96.9090909090909,9594,9900
13,126,0.11820307487490202,96.75757575757575,9579,9900,1.219509621623278
36,126,0.07749077976502554,97.93939393939394,9696,9900,1.3386927518171226
58,126,0.17957613578950515,95.2929292929293,9434,9900,1.346438579261941
71,126,0.0855993752512667,97.66666666666667,9669,9900,1.3725871677199601
global,126,0.11867036602111777,96.77777777777777,9581,9900
13,127,0.06272656587037173,98.23232323232324,9725,9900,1.2865433555440642
36,127,0.045127537854091085,98.8989898989899,9791,9900,1.3534866924413795
58,127,0.018998955969670505,99.41414141414141,9842,9900,1.3696568885705471
71,127,0.03268482569755629,99.20202020202021,9821,9900,1.3895958510506579
global,127,0.10374996358095998,97.25252525252526,9628,9900
13,128,0.09213605277616568,97.64646464646465,9667,9900,1.2633183027411707
36,128,0.08431812351550719,97.80808080808082,9683,9900,1.3963614029526685
58,128,0.10463525131946862,97.3030303030303,9633,9900,1.3339005048757024
71,128,0.07264784117991274,97.95959595959596,9698,9900,1.3507238001876292
global,128,0.10049576917230481,97.2929292929293,9632,9900
13,129,0.08583875616993566,97.71717171717171,9674,9900,1.248949229143869
36,129,0.03183893394929291,99.20202020202021,9821,9900,1.374278616238259
58,129,0.12566890407090237,96.64646464646465,9568,9900,1.3350355885080396
71,129,0.08193559734809278,97.75757575757575,9678,9900,1.3387028588437495
global,129,0.10005241474719963,97.31313131313132,9634,9900
13,130,0.025749125851299424,99.28282828282829,9829,9900,1.293787901318577
36,130,0.06481481022756509,98.34343434343434,9736,9900,1.3625404509392967
58,130,0.09875275436976944,97.41414141414141,9644,9900,1.2966962484321212
71,130,0.041695871660203644,98.84848484848486,9786,9900,1.3521534945128784
global,130,0.09842855565475694,97.32323232323232,9635,9900
13,131,0.10995754043562243,97.27272727272728,9630,9900,1.2678175877823268
36,131,0.06281213517291377,98.39393939393939,9741,9900,1.291852209649594
58,131,0.07642130016678511,97.83838383838383,9686,9900,1.295578687900999
71,131,0.05752953620872112,98.44444444444444,9746,9900,1.3181576722872361
global,131,0.09927135541583552,97.32323232323232,9635,9900
13,132,0.040539223486651677,98.91919191919192,9793,9900,1.2716968552208794
36,132,0.09200944491408088,97.71717171717171,9674,9900,1.2973234481353237
58,132,0.0480953055548698,98.76767676767678,9778,9900,1.2942627024507107
71,132,0.04433547892654785,98.84848484848486,9786,9900,1.3208102128966623
global,132,0.09128103906458074,97.56565656565657,9659,9900
13,133,0.07331105790053956,98.01010101010101,9703,9900,1.1794305483659835
36,133,0.049479303812288274,98.75757575757575,9777,9900,1.3821503945289813
58,133,0.050891419679980086,98.71717171717171,9773,9900,1.3260139292622586
71,133,0.014712960283187302,99.63636363636364,9864,9900,1.2756206310894551
global,133,0.07962549907992585,97.85858585858585,9688,9900
13,134,0.04279413973366973,98.79797979797979,9781,9900,1.2028668609727513
36,134,0.084262077421552,97.9090909090909,9693,9900,1.2934341284631223
58,134,0.14969199969310953,95.85858585858585,9490,9900,1.2689547594331474
71,134,0.03218362206536712,99.2121212121212,9822,9900,1.340916551663255
global,134,0.08567211719474407,97.67676767676767,9670,9900
13,135,0.03888473545812597,98.87878787878788,9789,9900,1.2645228732307803
36,135,0.04077065187779189,98.94949494949495,9796,9900,1.3215110349883608
58,135,0.20343494546533836,94.92929292929293,9398,9900,1.329913741161224
71,135,0.012408848115986195,99.68686868686869,9869,9900,1.3730448347052098
global,135,0.07810934276893886,97.91919191919192,9694,9900
13,136,0.042665139174822606,98.86868686868688,9788,9900,1.3132531412124464
36,136,0.041110647116044556,98.8989898989899,9791,9900,1.335095458100392
58,136,0.1903089605136351,95.44444444444444,9449,9900,1.3022856847568414
71,136,0.045022042812121035,98.7878787878788,9780,9900,1.3262912432471468
global,136,0.0781508296968961,97.8989898989899,9692,9900
13,137,0.05775042077206602,98.38383838383838,9740,9900,1.1907447854808269
36,137,0.07163983551089209,98.16161616161617,9718,9900,1.3003766229574103
58,137,0.050252602080428845,98.65656565656565,9767,9900,1.3217355857540802
71,137,0.07586599651912246,98.11111111111111,9713,9900,1.3534927696511214
global,137,0.07730519673438987,97.87878787878788,9690,9900
13,138,0.1221978588417323,96.58585858585859,9562,9900,1.1890903665132002
