model,epoch,average_loss,accuracy,correct_data,total_data,distance
global,131,0.02103606530060672,99.53535353535354,9854,9900
13,132,0.021958077284272272,99.42424242424242,9843,9900,1.0435115816015577
36,132,0.049895007172317214,98.84848484848486,9786,9900,1.1385798474349462
58,132,0.046277305578643624,98.87878787878788,9789,9900,1.2280487968739933
71,132,0.04153498900358123,99.04040404040404,9805,9900,1.100467326856476
global,132,0.01837263843778408,99.64646464646465,9865,9900
13,133,0.05443689735549869,98.67676767676767,9769,9900,0.9532444050522391
36,133,0.03446633075523858,99.14141414141415,9815,9900,1.2252750321535755
58,133,0.04596544415059716,98.84848484848486,9786,9900,1.251888755536127
71,133,0.014165416917942389,99.66666666666667,9867,9900,1.0745736385547613
global,133,0.017377932539792976,99.69696969696969,9870,9900
13,134,0.0454612679711797,98.83838383838383,9785,9900,0.9860052505647399
36,134,0.052436119212646674,98.57575757575758,9759,9900,1.1602960881172615
58,134,0.07649280380118977,98.17171717171718,9719,9900,1.2358377698551593
71,134,0.01630983959394272,99.62626262626263,9863,9900,1.1444914618857345
global,134,0.01817444748499177,99.68686868686869,9869,9900
13,135,0.029996937321066255,99.28282828282829,9829,9900,1.0357569265279016
36,135,0.028196164624709072,99.28282828282829,9829,9900,1.147512517540834
58,135,0.12182462762702595,97.17171717171718,9620,9900,1.2733451950226442
71,135,0.014439952327597021,99.66666666666667,9867,9900,1.151261522978896
global,135,0.015105410352198765,99.69696969696969,9870,9900
13,136,0.027731413582358696,99.31313131313131,9832,9900,1.076530382981162
36,136,0.02783586026141138,99.23232323232322,9824,9900,1.133694167523583
58,136,0.11843230624843125,97.21212121212122,9624,9900,1.2645055270362695
71,136,0.04207863391047777,99.02020202020202,9803,9900,1.111349524642246
global,136,0.015297444894759342,99.67676767676767,9868,9900
13,137,0.043313323075723165,98.91919191919192,9793,9900,0.9579716946854175
36,137,0.05394243054016672,98.71717171717171,9773,9900,1.1292416823314964
58,137,0.051559650225922314,98.72727272727273,9774,9900,1.2325044776572085
71,137,0.05343175235119733,98.67676767676767,9769,9900,1.1496541332432872
global,137,0.016251664643335825,99.67676767676767,9868,9900
13,138,0.08115206955057203,98.14141414141415,9716,9900,0.9513359163361066
36,138,0.06456441096585207,98.35353535353535,9737,9900,1.1199625402385007
58,138,0.1120361630723934,97.54545454545455,9657,9900,1.2844516016631673
71,138,0.03961847309211288,99.07070707070707,9808,9900,1.1475034795139059
global,138,0.018195748926714213,99.65656565656566,9866,9900
13,139,0.047497234462638094,98.79797979797979,9781,9900,1.0547634521263078
36,139,0.023030887451963595,99.37373737373737,9838,9900,1.1421674984956238
58,139,0.057336503553270086,98.57575757575758,9759,9900,1.1946110381280166
71,139,0.042634501047808714,99.03030303030303,9804,9900,1.1690918488783897
global,139,0.018655045452443036,99.62626262626263,9863,9900
13,140,0.01307079642597172,99.64646464646465,9865,9900,1.0332901166266946
36,140,0.02306715952176036,99.37373737373737,9838,9900,1.1784480575294967
58,140,0.02997044512155381,99.19191919191918,9820,9900,1.2970128273399468
71,140,0.03866687657255115,99.07070707070707,9808,9900,1.124480657442538
global,140,0.01620313864163678,99.67676767676767,9868,9900
13,141,0.03403877739427668,99.24242424242425,9825,9900,1.0037312633433095
36,141,0.037526225868349125,99.11111111111111,9812,9900,1.1141654802961365
58,141,0.0723587071820341,98.1919191919192,9721,9900,1.1843623822428353
71,141,0.028507934473831244,99.34343434343434,9835,9900,1.1647458726785653
global,141,0.016389459607878118,99.69696969696969,9870,9900
13,142,0.0398706678579552,99.13131313131314,9814,9900,1.0249924240762744
36,142,0.030085257904397117,99.32323232323232,9833,9900,1.1687846316342239
58,142,0.14065652231977444,96.62626262626263,9566,9900,1.2284517741629468
71,142,0.04020621613420621,99.04040404040404,9805,9900,1.1070059074133962
global,142,0.017369052569071453,99.68686868686869,9869,9900
13,143,0.020440839138446434,99.45454545454545,9846,9900,0.9737983647040337
36,143,0.025085086982810135,99.36363636363636,9837,9900,1.1484918386877678
58,143,0.08493002865651642,97.98989898989899,9701,9900,1.2510507935321558
71,143,0.012336851993218215,99.70707070707071,9871,9900,1.0507574255982925
global,143,0.016606141945930443,99.70707070707071,9871,9900
13,144,0.04041272541639781,98.98989898989899,9800,9900,0.9802482934658195
36,144,0.0686650086141596,98.44444444444444,9746,9900,1.1833124613376305
58,144,0.043694340481300546,98.88888888888889,9790,9900,1.2204417688964475
71,144,0.03361167260492691,99.23232323232322,9824,9900,1.081427505564268
global,144,0.01523840101830887,99.71717171717171,9872,9900
13,145,0.035056840956512125,99.1010101010101,9811,9900,0.9957653027737047
36,145,0.02818572591350536,99.31313131313131,9832,9900,1.139421062783427
58,145,0.10224132226272063,97.55555555555556,9658,9900,1.2148542986347441
71,145,0.03798165316232527,99.07070707070707,9808,9900,1.079908913020794
global,145,0.01531217886793493,99.71717171717171,9872,9900
13,146,0.00956218191168525,99.72727272727273,9873,9900,0.9875669649813985
36,146,0.02943563925346943,99.2121212121212,9822,9900,1.1097092460751081
58,146,0.07905332192477554,98.11111111111111,9713,9900,1.240915474889532
71,146,0.04351894154091074,99.03030303030303,9804,9900,1.0577255010398146
global,146,0.013105251382697712,99.72727272727273,9873,9900
13,147,0.040255602447673525,99.06060606060606,9807,9900,0.9162653926165312
36,147,0.03932127220537325,99.05050505050505,9806,9900,1.080582899130657
58,147,0.04969656132236876,98.76767676767678,9778,9900,1.1678947501837287
71,147,0.06951729947870428,98.20202020202021,9722,9900,1.124423568126156
global,147,0.013567780506129216,99.73737373737373,9874,9900
13,148,0.03833310275065779,99.15151515151514,9816,9900,1.0051148853777474
36,148,0.05943425913049717,98.58585858585859,9760,9900,1.0959575174166172
58,148,0.05247535128485073,98.65656565656565,9767,9900,1.1809751039379348
71,148,0.038113811392374713,99.11111111111111,9812,9900,1.0713774680257304
global,148,0.014203002114187587,99.70707070707071,9871,9900
13,149,0.04947055284573574,98.71717171717171,9773,9900,1.0105734569119063
36,149,0.03952659511806989,99.05050505050505,9806,9900,1.129869624187022
58,149,0.07554760815820309,98.13131313131314,9715,9900,1.2375223138512141
71,149,0.016039570902634148,99.64646464646465,9865,9900,1.1141895002442488
global,149,0.013442005138806622,99.72727272727273,9873,9900
13,150,0.030297204763299286,99.29292929292929,9830,9900,0.9243499378987816
36,150,0.03275683966248927,99.19191919191918,9820,9900,1.1224947160796117
58,150,0.14696743851659275,96.34343434343434,9538,9900,1.1873366092909425
71,150,0.030581622830394544,99.28282828282829,9829,9900,1.1026942614381736
global,150,0.014390074872609342,99.70707070707071,9871,9900
13,151,0.04751031130552292,98.96969696969697,9798,9900,0.9339916386914164
36,151,0.0638921523199539,98.41414141414141,9743,9900,1.0288161253506354
58,151,0.044749132102788095,98.84848484848486,9786,9900,1.2452836228376563
71,151,0.03331485038152849,99.24242424242425,9825,9900,1.0317299621795466
global,151,0.01523344962584852,99.68686868686869,9869,9900
13,152,0.04691497097412745,98.84848484848486,9786,9900,0.9169434685810881
36,152,0.036276412732673416,99.01010101010101,9802,9900,1.100672044068141
